331150686	20050111	200501	2005	2005.0301											BUS	COMPANY						BUS			0	042	042	04	1	1.9	2	1	2	5.13307984790875	0							3	Denver, Colorado, United States	US	USCO	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	39.7392	-104.985	201738	20150109	http://northdenvernews.com/dcpa-theatre-company-announces-inaugural-local-playwrights-slam/
331150687	20050111	200501	2005	2005.0301											BUS	COMPANY						BUS			0	042	042	04	1	1.9	2	1	2	5.13307984790875	0							3	Denver, Colorado, United States	US	USCO	39.7392	-104.985	201738	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	20150109	http://northdenvernews.com/dcpa-theatre-company-announces-inaugural-local-playwrights-slam/
331150688	20050111	200501	2005	2005.0301											BUS	COMPANY						BUS			0	042	042	04	1	1.9	6	1	6	5.13307984790875	0							2	Colorado, United States	US	USCO	39.0646	-105.327	CO	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	20150109	http://northdenvernews.com/dcpa-theatre-company-announces-inaugural-local-playwrights-slam/
331150689	20050111	200501	2005	2005.0301	BUS	COMPANY						BUS													0	043	043	04	1	2.8	2	1	2	5.13307984790875	3	Denver, Colorado, United States	US	USCO	39.7392	-104.985	201738	0							3	Denver, Colorado, United States	US	USCO	39.7392	-104.985	201738	20150109	http://northdenvernews.com/dcpa-theatre-company-announces-inaugural-local-playwrights-slam/
331150690	20050111	200501	2005	2005.0301	BUS	COMPANY						BUS													0	043	043	04	1	2.8	2	1	2	5.13307984790875	3	Denver, Colorado, United States	US	USCO	39.7392	-104.985	201738	0							2	Colorado, United States	US	USCO	39.0646	-105.327	CO	20150109	http://northdenvernews.com/dcpa-theatre-company-announces-inaugural-local-playwrights-slam/
331150691	20050111	200501	2005	2005.0301	BUS	COMPANY						BUS													0	043	043	04	1	2.8	6	1	6	5.13307984790875	2	Colorado, United States	US	USCO	39.0646	-105.327	CO	0							2	Colorado, United States	US	USCO	39.0646	-105.327	CO	20150109	http://northdenvernews.com/dcpa-theatre-company-announces-inaugural-local-playwrights-slam/
331150692	20140109	201401	2014	2014.0247											ARE	DUBAI	ARE								1	042	042	04	1	1.9	1	1	1	0.447427293064877	0							4	Sahab, Ra's al Khaymah, United Arab Emirates	AE	AE05	25.1585	56.0893	-784119	4	Sahab, Ra's al Khaymah, United Arab Emirates	AE	AE05	25.1585	56.0893	-784119	20150109	http://economictimes.indiatimes.com/news/politics-and-nation/sunanda-had-a-visitor-at-hotel-two-days-before-her-death-tharoors-help-tells-cops/articleshow/45818379.cms
331150693	20140109	201401	2014	2014.0247											CVL	RESIDENTS						CVL			0	112	112	11	3	-2.0	10	1	10	3.74331550802139	0							2	Missouri, United States	US	USMO	38.4623	-92.302	MO	2	Missouri, United States	US	USMO	38.4623	-92.302	MO	20150109	http://www.stltoday.com/news/special-reports/mohealth/federal-health-law-still-faces-major-hurdles-in/article_b389417a-0774-586c-8fec-f41b3d243201.html
331150695	20140109	201401	2014	2014.0247											EDU	UNIVERSITY						EDU			1	043	043	04	1	2.8	20	1	10	2.37981913374584	0							3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	39.9523	-75.1638	1209052	20150109	http://www.montgomerynews.com/articles/2015/01/09/montgomery_life/news/doc54a720c246385717604564.txt
331150699	20140109	201401	2014	2014.0247											GOV	GOVERNMENT						GOV			0	175	175	17	4	-9.0	6	2	6	3.16276390652184	0							4	Havana, Ciudad de La Habana, Cuba	CU	CU02	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	23.1319	-82.3642	-1628751	20150109	http://www.thedailyherald.com/index.php?option=com_content&view=article&id=52664:-cuba-frees-eight-more-politica-prisoners-dissidents-say&catid=4:international&Itemid=9
